portal_id,Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Pycpun1,Pycnoporus puniceus CIRM-BRFM 1868 v1.0,https://mycocosm.jgi.doe.gov/Pycpun1,0,0,1,9,3,0,7,20
Pycsa1,Pycnoporus sanguineus BRFM 1264 v1.0,https://mycocosm.jgi.doe.gov/Pycsa1,0,0,1,13,2,0,9,25
Pyrinf1,Pyrenochaeta inflorescentiae CORFU0001 v1.0,https://mycocosm.jgi.doe.gov/Pyrinf1,0,0,6,10,8,3,1,28
Pyrly1,Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0,https://mycocosm.jgi.doe.gov/Pyrly1,2,0,8,7,17,2,3,39
Pyrsp1,Pyrenochaeta sp. DS3sAY3a v1.0,https://mycocosm.jgi.doe.gov/Pyrsp1,0,0,6,8,7,3,1,25
Pyrtt1,Pyrenophora teres f. teres,https://mycocosm.jgi.doe.gov/Pyrtt1,1,1,24,11,17,3,1,58
Pyrtr1,Pyrenophora tritici-repentis,https://mycocosm.jgi.doe.gov/Pyrtr1,0,1,10,10,14,3,1,39
Pyrco1,Pyronema confluens CBS100304,https://mycocosm.jgi.doe.gov/Pyrco1,1,0,2,4,1,2,0,10
Pyrdom1,Pyronema domesticum DOB7353 v1.0,https://mycocosm.jgi.doe.gov/Pyrdom1,1,0,2,4,0,2,0,9
Pyrom1,Pyronema omphalodes DOB1672 v1.0,https://mycocosm.jgi.doe.gov/Pyrom1,1,0,1,4,1,3,0,10
Racan1,Rachicladosporium antarcticum CCFEE 5527,https://mycocosm.jgi.doe.gov/Racan1,0,2,4,10,2,4,1,23
Rac5018_1,Rachicladosporium sp. CCFEE 5018,https://mycocosm.jgi.doe.gov/Rac5018_1,0,1,4,8,2,3,0,18
Radspe1,Radiomyces spectabilis NRRL 2753 v1.0,https://mycocosm.jgi.doe.gov/Radspe1,0,0,0,3,1,1,0,5
Radcon1,Radulomyces confluens OMC1631 v1.0,https://mycocosm.jgi.doe.gov/Radcon1,7,0,1,10,2,0,8,28
Ramac1,Ramaria rubella (R. acris) UT-36052-T v1.0,https://mycocosm.jgi.doe.gov/Ramac1,2,0,19,25,8,1,6,61
Rambr1,Ramicandelaber brevisporus CBS 109374 v1.0,https://mycocosm.jgi.doe.gov/Rambr1,0,0,0,1,1,1,0,3
Resbic1,Resinicium bicolor OMC78 v1.0,https://mycocosm.jgi.doe.gov/Resbic1,0,0,1,11,3,1,7,23
Rhanym2_1,Rhamphospora nymphaeae CBS 172.38 v1.0,https://mycocosm.jgi.doe.gov/Rhanym2_1,1,0,2,5,1,1,0,10
Rhesp1,Rhexocercosporidium sp. MPI-PUGE-AT-0058 v1.0,https://mycocosm.jgi.doe.gov/Rhesp1,2,5,7,11,22,4,3,54
Rhima1,Rhinocladiella mackenziei CBS 650.93,https://mycocosm.jgi.doe.gov/Rhima1,0,0,4,6,8,3,0,21
Rhiund1,Rhizina undulata CBS 300.56 v1.0,https://mycocosm.jgi.doe.gov/Rhiund1,0,0,2,5,0,2,1,10
Rhihy1,Rhizoclosmatium globosum JEL800 v1.0,https://mycocosm.jgi.doe.gov/Rhihy1,0,0,1,5,2,1,0,9
Rhiso1,Rhizoctonia solani AG-1 IB,https://mycocosm.jgi.doe.gov/Rhiso1,0,0,2,3,1,0,6,12
Rhisol1,Rhizoctonia solani AG-3 Rhs1AP,https://mycocosm.jgi.doe.gov/Rhisol1,0,0,1,6,0,1,7,15
Rhisola1,Rhizoctonia solani AG-8 WAC10335,https://mycocosm.jgi.doe.gov/Rhisola1,0,0,1,2,0,0,3,6
Rhili1,Rhizodiscina lignyota CBS 133067 v1.0,https://mycocosm.jgi.doe.gov/Rhili1,0,2,4,8,10,2,0,26
Rhice1_1,Rhizophagus cerebriforme DAOM 227022 v1.0,https://mycocosm.jgi.doe.gov/Rhice1_1,0,0,1,1,0,1,0,3
Rhicl1,Rhizophagus clarus HR1,https://mycocosm.jgi.doe.gov/Rhicl1,0,0,0,2,0,1,0,3
Rhidi1,Rhizophagus diaphanus v1.0,https://mycocosm.jgi.doe.gov/Rhidi1,0,0,1,0,0,1,0,2
RhiirA1_1,Rhizophagus irregularis A1 v1.0,https://mycocosm.jgi.doe.gov/RhiirA1_1,0,0,1,1,0,2,0,4
RhiirA4,Rhizophagus irregularis A4 v1.0,https://mycocosm.jgi.doe.gov/RhiirA4,0,0,1,0,0,2,0,3
RhiirA5,Rhizophagus irregularis A5 v1.0,https://mycocosm.jgi.doe.gov/RhiirA5,0,0,1,0,0,1,0,2
RhiirB3,Rhizophagus irregularis B3 v1.0,https://mycocosm.jgi.doe.gov/RhiirB3,0,0,1,0,0,2,0,3
RhiirC2,Rhizophagus irregularis C2 v1.0,https://mycocosm.jgi.doe.gov/RhiirC2,0,0,1,1,0,2,0,4
Gloin1,Rhizophagus irregularis DAOM 181602 v1.0,https://mycocosm.jgi.doe.gov/Gloin1,0,0,1,0,0,1,0,2
Rhiir2_1,Rhizophagus irregularis DAOM 197198 v2.0,https://mycocosm.jgi.doe.gov/Rhiir2_1,0,0,1,1,0,1,0,3
Rhisa1,Rhizopogon salebrosus TDB-379 v1.0,https://mycocosm.jgi.doe.gov/Rhisa1,0,0,0,7,2,0,14,23
Rhitru1,Rhizopogon truncatus FC74 v1.0,https://mycocosm.jgi.doe.gov/Rhitru1,0,0,0,21,2,0,12,35
Rhives1,Rhizopogon vesiculosus Smith,https://mycocosm.jgi.doe.gov/Rhives1,0,0,1,9,3,0,11,24
Rhivi1,Rhizopogon vinicolor AM-OR11-026 v1.0,https://mycocosm.jgi.doe.gov/Rhivi1,0,0,1,20,2,0,13,36
Rhivul1,Rhizopogon vulgaris FC72 v1.0,https://mycocosm.jgi.doe.gov/Rhivul1,0,0,1,9,1,0,8,19
Rhior3,Rhizopus delemar 99-880 from Broad,https://mycocosm.jgi.doe.gov/Rhior3,0,0,1,6,1,1,0,9
Rhimi_ATCC11559_1,Rhizopus microsporus ATCC11559 v1.0,https://mycocosm.jgi.doe.gov/Rhimi_ATCC11559_1,0,0,1,3,1,1,0,6
Rhich1,Rhizopus microsporus var. chinensis CCTCC M201021,https://mycocosm.jgi.doe.gov/Rhich1,0,0,2,6,1,2,0,11
Rhimi1_1,Rhizopus microsporus var. microsporus ATCC52813 v1.0,https://mycocosm.jgi.doe.gov/Rhimi1_1,0,0,1,3,1,1,0,6
Rhimi_ATCC52814_1,Rhizopus microsporus var. microsporus ATCC52814 v1.0,https://mycocosm.jgi.doe.gov/Rhimi_ATCC52814_1,0,0,1,3,1,1,0,6
Rhier1,Rhizoscyphus ericae UAMH 7357 v1.0,https://mycocosm.jgi.doe.gov/Rhier1,1,1,2,8,10,2,2,26
Rhobut1_1,Rhodocollybia butyracea AH 40177 v1.0,https://mycocosm.jgi.doe.gov/Rhobut1_1,2,0,2,20,5,3,29,61
Rhobu1,Rhodocollybia butyracea CCBAS 279 v1.0,https://mycocosm.jgi.doe.gov/Rhobu1,3,0,2,19,7,3,28,62
Fomros1,Rhodofomes roseus CIRM-BRFM 1785 v1.0,https://mycocosm.jgi.doe.gov/Fomros1,1,0,0,9,8,1,10,29
Rhodia1_1,Rhodosporidium diobovatum 08-225 v1.0,https://mycocosm.jgi.doe.gov/Rhodia1_1,0,0,1,2,1,0,0,4
Rhoglu91_1,Rhodosporidium glutinis ATCC 204091 v1.0,https://mycocosm.jgi.doe.gov/Rhoglu91_1,0,0,1,1,1,0,0,3
Rhoto_ATCC26217_1,Rhodosporidium toruloides ATCC26217 v1.0,https://mycocosm.jgi.doe.gov/Rhoto_ATCC26217_1,0,0,1,1,1,0,0,3
Rhoto_IFO0559_1,Rhodosporidium toruloides IFO0559_1,https://mycocosm.jgi.doe.gov/Rhoto_IFO0559_1,0,0,1,1,1,0,0,3
Rhoto_IFO0880_2,Rhodosporidium toruloides IFO0880 v2.0,https://mycocosm.jgi.doe.gov/Rhoto_IFO0880_2,0,0,1,1,1,0,0,3
Rhoto_IFO0880_4,Rhodosporidium toruloides IFO0880 v4.0,https://mycocosm.jgi.doe.gov/Rhoto_IFO0880_4,0,0,1,1,1,0,0,3
Rhoto_IFO1236_1,Rhodosporidium toruloides IFO1236_1,https://mycocosm.jgi.doe.gov/Rhoto_IFO1236_1,0,0,1,1,1,0,0,3
Rhoto1,Rhodosporidium toruloides NP11,https://mycocosm.jgi.doe.gov/Rhoto1,0,0,1,1,1,0,0,3
Rhoglu1,Rhodotorula glutinis v1.0,https://mycocosm.jgi.doe.gov/Rhoglu1,0,0,1,1,1,0,0,3
Rhoba1_1,Rhodotorula graminis strain WP1 v1.1,https://mycocosm.jgi.doe.gov/Rhoba1_1,0,0,2,1,1,0,0,4
Rhomuc1,Rhodotorula mucilaginosa ATCC58901 v1.0,https://mycocosm.jgi.doe.gov/Rhomuc1,0,0,1,1,0,1,0,3
RhodotJ31_1,Rhodotorula mucilaginosa J31 v1.0,https://mycocosm.jgi.doe.gov/RhodotJ31_1,0,0,1,1,1,0,0,3
RhoCCFEE5036_1,Rhodotorula sp. CCFEE 5036,https://mycocosm.jgi.doe.gov/RhoCCFEE5036_1,0,0,1,1,1,0,0,3
Rhosp1,Rhodotorula sp. JG-1b,https://mycocosm.jgi.doe.gov/Rhosp1,0,0,1,1,1,0,0,3
Rhota1,Rhodotorula taiwanensis MD1149,https://mycocosm.jgi.doe.gov/Rhota1,0,0,1,1,1,0,0,3
Rhyag1,Rhynchosporium agropyri 04CH RACA61,https://mycocosm.jgi.doe.gov/Rhyag1,2,2,4,9,9,2,1,29
Rhyco1,Rhynchosporium commune UK7,https://mycocosm.jgi.doe.gov/Rhyco1,3,3,4,10,9,2,2,33
Rhyse1,Rhynchosporium secalis 02CH4 6a1,https://mycocosm.jgi.doe.gov/Rhyse1,3,2,4,10,9,2,2,32
Rhyru1_1,Rhytidhysteron rufulum,https://mycocosm.jgi.doe.gov/Rhyru1_1,1,5,11,10,28,4,5,64
Ricfib1,Rickenella fibula HBK330-10 v1.0,https://mycocosm.jgi.doe.gov/Ricfib1,0,0,3,2,3,1,8,17
Ricmel1,Rickenella mellea v1.0 (SZMC22713),https://mycocosm.jgi.doe.gov/Ricmel1,0,1,3,3,5,0,7,19
Rigmic1,Rigidoporus microporus ED310 v1.0,https://mycocosm.jgi.doe.gov/Rigmic1,0,0,1,1,1,0,11,14
Rorror1,Roridomyces roridus 9284 v1.0,https://mycocosm.jgi.doe.gov/Rorror1,1,2,1,27,11,3,8,53
Roscor1,Rosellinia corticium 1501 v1.0,https://mycocosm.jgi.doe.gov/Roscor1,1,5,4,13,23,2,5,53
Rosne1,Rosellinia necatrix W97,https://mycocosm.jgi.doe.gov/Rosne1,3,8,7,15,24,6,9,72
Roster1,Rostrohypoxylon terebratum CBS 119137 v1.0,https://mycocosm.jgi.doe.gov/Roster1,2,1,3,9,28,3,8,54
Rozal1_1,Rozella allomycis CSF55,https://mycocosm.jgi.doe.gov/Rozal1_1,0,0,0,0,0,1,0,1
Rozal_SC1,Rozella allomycis CSF55 single-cell v1.0,https://mycocosm.jgi.doe.gov/Rozal_SC1,0,0,0,0,0,1,0,1
Rusbre1,Russula brevipes BPL707 v1.0,https://mycocosm.jgi.doe.gov/Rusbre1,0,0,0,2,2,0,8,12
Ruscom1,Russula compacta BPL669 v1.0,https://mycocosm.jgi.doe.gov/Ruscom1,0,0,1,2,2,0,9,14
Rusdis1,Russula dissimulans BPL704 v1.0,https://mycocosm.jgi.doe.gov/Rusdis1,0,0,0,2,1,1,5,9
Rusear1,Russula earlei BPL698 v1.0,https://mycocosm.jgi.doe.gov/Rusear1,0,0,0,2,2,1,7,12
Ruseme1,Russula emetica Přilba v1.0,https://mycocosm.jgi.doe.gov/Ruseme1,0,0,0,3,2,0,6,11
Rusoch1,Russula ochroleuca Přilba v1.0,https://mycocosm.jgi.doe.gov/Rusoch1,0,0,0,2,2,0,6,10
Rusrug1,Russula rugulosa BPL654 v1.0,https://mycocosm.jgi.doe.gov/Rusrug1,0,0,0,2,1,0,7,10
Russem1,Russula seminuda PSC4341-TAS1 v1.0,https://mycocosm.jgi.doe.gov/Russem1,0,0,0,4,2,0,5,11
Rusvin1,Russula vinacea BPL710 v1.0,https://mycocosm.jgi.doe.gov/Rusvin1,0,0,0,3,2,0,6,11
Rutfi1,Rutstroemia firma CBS 115.86 v1.0,https://mycocosm.jgi.doe.gov/Rutfi1,1,0,4,18,26,4,2,55
Sacpr1,Saccharata proteae CBS 121410 v1.0,https://mycocosm.jgi.doe.gov/Sacpr1,0,1,2,10,3,2,1,19
Sacarb1,Saccharomyces arboricola H-6,https://mycocosm.jgi.doe.gov/Sacarb1,0,0,0,1,0,2,0,3
Sacboulardii_1,Saccharomyces boulardii unique28,https://mycocosm.jgi.doe.gov/Sacboulardii_1,0,0,0,1,0,2,0,3
SacceM3707_1,Saccharomyces cerevisiae M3707 Dikaryon,https://mycocosm.jgi.doe.gov/SacceM3707_1,0,0,0,1,0,2,0,3
SacceM3836_1,Saccharomyces cerevisiae M3836 v1.0,https://mycocosm.jgi.doe.gov/SacceM3836_1,0,0,0,1,0,2,0,3
SacceM3837_1,Saccharomyces cerevisiae M3837 v1.0,https://mycocosm.jgi.doe.gov/SacceM3837_1,0,0,0,1,0,2,0,3
SacceM3838_1,Saccharomyces cerevisiae M3838 v1.0,https://mycocosm.jgi.doe.gov/SacceM3838_1,0,0,0,1,0,2,0,3
SacceM3839_1,Saccharomyces cerevisiae M3839 v1.0,https://mycocosm.jgi.doe.gov/SacceM3839_1,0,0,0,1,0,2,0,3
Sacce1,Saccharomyces cerevisiae S288C,https://mycocosm.jgi.doe.gov/Sacce1,0,0,0,1,0,2,0,3
SacceYB210_1,Saccharomyces cerevisiae YB210 v1.0,https://mycocosm.jgi.doe.gov/SacceYB210_1,0,0,0,1,0,2,0,3
Saceu1,Saccharomyces eubayanus FM1318,https://mycocosm.jgi.doe.gov/Saceu1,0,0,0,1,0,2,0,3
SacAshbya_1,Saccharomycetaceae sp Ashbya aceri,https://mycocosm.jgi.doe.gov/SacAshbya_1,0,0,0,1,0,2,0,3
Sacca1,Saccharomycopsis capsularis NRRL Y-17639,https://mycocosm.jgi.doe.gov/Sacca1,0,0,0,1,0,2,0,3
Saico1,Saitoella complicata NRRL Y-17804 v1.0,https://mycocosm.jgi.doe.gov/Saico1,0,0,1,2,0,2,0,5
Sakvas1,Saksenaea vasiformis B4078,https://mycocosm.jgi.doe.gov/Sakvas1,0,0,1,1,1,0,0,3
Sarco1,Sarcoscypha coccinea ATCC 58028 v1.0,https://mycocosm.jgi.doe.gov/Sarco1,1,1,1,4,18,2,3,30
Sarstr1,Sarocladium strictum UNK v1.0,https://mycocosm.jgi.doe.gov/Sarstr1,1,2,2,12,11,3,3,34
Satdi1,Saturnispora dispora NRRL Y-1447,https://mycocosm.jgi.doe.gov/Satdi1,0,0,0,1,0,2,0,3
Sceap1,Scedosporium apiospermum IHEM 14462,https://mycocosm.jgi.doe.gov/Sceap1,2,4,6,5,10,2,2,31
Schcoi1,Scheffersomyces coipomoensis NRRL Y-17651T v1.0,https://mycocosm.jgi.doe.gov/Schcoi1,0,0,0,1,0,2,0,3
Schill1,Scheffersomyces illinoisensis NRRL Y-48827T v1.0,https://mycocosm.jgi.doe.gov/Schill1,0,0,0,1,0,2,0,3
Schque1,Scheffersomyces queiroziae UFMG-CLM-5.1 v1.0,https://mycocosm.jgi.doe.gov/Schque1,0,0,0,1,0,2,0,3
Schseg1_1,Scheffersomyces segobiensis NRRL Y-11571T v1.0,https://mycocosm.jgi.doe.gov/Schseg1_1,0,0,0,1,0,2,0,3
Picst3,Scheffersomyces stipitis NRRL Y-11545 v2.0,https://mycocosm.jgi.doe.gov/Picst3,0,0,0,1,0,2,0,3
Schsti1,Scheffersomyces stipitis NRRL Y-7124 v1.0,https://mycocosm.jgi.doe.gov/Schsti1,0,0,0,1,0,2,0,3
Schvir1,Scheffersomyces virginianus NRRL Y-48822T v1.0,https://mycocosm.jgi.doe.gov/Schvir1,0,0,0,1,0,2,0,3
Schco2071_1,Schizophyllum commune 207.1 v1.0,https://mycocosm.jgi.doe.gov/Schco2071_1,1,0,4,8,1,0,3,17
Schco2231_1,Schizophyllum commune 223.1 v1.0,https://mycocosm.jgi.doe.gov/Schco2231_1,1,0,4,7,1,0,3,16
Schco2251_1,Schizophyllum commune 225.1 v1.0,https://mycocosm.jgi.doe.gov/Schco2251_1,1,0,4,7,1,0,3,16
Schco2271_1,Schizophyllum commune 227.1 v1.0,https://mycocosm.jgi.doe.gov/Schco2271_1,1,0,5,7,1,0,3,17
Schco2272_1,Schizophyllum commune 227.2 v1.0,https://mycocosm.jgi.doe.gov/Schco2272_1,1,0,5,8,1,0,3,18
Schco3,Schizophyllum commune H4-8 v3.0,https://mycocosm.jgi.doe.gov/Schco3,1,0,5,6,2,0,3,17
Schco_LoeD_1,Schizophyllum commune Loenen D v1.0,https://mycocosm.jgi.doe.gov/Schco_LoeD_1,1,0,5,9,2,0,3,20
Schco_TatD_1,Schizophyllum commune Tattone D v1.0,https://mycocosm.jgi.doe.gov/Schco_TatD_1,1,0,4,7,2,0,3,17
SchcoZB1,Schizophyllum commune ZB1 v1.0,https://mycocosm.jgi.doe.gov/SchcoZB1,1,0,4,7,1,0,3,16
SchcoZB2,Schizophyllum commune ZB2 v1.0,https://mycocosm.jgi.doe.gov/SchcoZB2,1,0,4,9,1,0,2,17
Schrad1,Schizophyllum radiatum CBS 301.32 v1.0,https://mycocosm.jgi.doe.gov/Schrad1,1,0,5,14,2,1,3,26
Schpa1,Schizopora paradoxa KUC8140 v1.0,https://mycocosm.jgi.doe.gov/Schpa1,0,0,1,9,2,0,10,22
Schcy1,Schizosaccharomyces cryophilus OY26,https://mycocosm.jgi.doe.gov/Schcy1,0,0,1,4,0,2,0,7
Schja1,Schizosaccharomyces japonicus yFS275,https://mycocosm.jgi.doe.gov/Schja1,0,0,1,2,0,2,0,5
Schoc1,Schizosaccharomyces octosporus yFS286,https://mycocosm.jgi.doe.gov/Schoc1,0,0,1,2,0,2,0,5
Schpo1,Schizosaccharomyces pombe,https://mycocosm.jgi.doe.gov/Schpo1,0,0,1,2,0,2,0,5
Schves1,Schizothecium vesticola SMH3187-1 v1.0,https://mycocosm.jgi.doe.gov/Schves1,1,2,5,2,11,2,5,28
Sclci1,Scleroderma citrinum Foug A v1.0,https://mycocosm.jgi.doe.gov/Sclci1,0,1,0,7,1,0,5,14
Sclcihr1,Scleroderma citrinum hr. v1.0,https://mycocosm.jgi.doe.gov/Sclcihr1,0,1,0,9,1,0,4,15
Sclhys1_1,Sclerogaster hysterangioides SCL2.BST v1.0,https://mycocosm.jgi.doe.gov/Sclhys1_1,1,0,2,10,3,3,10,29
Sclsan1,Sclerophora sanguinea CBS100924 v1.0,https://mycocosm.jgi.doe.gov/Sclsan1,0,0,3,5,3,2,0,13
Sclbo1,Sclerotinia borealis F4128,https://mycocosm.jgi.doe.gov/Sclbo1,0,0,6,8,12,2,0,28
Sclsc1,Sclerotinia sclerotiorum v1.0,https://mycocosm.jgi.doe.gov/Sclsc1,1,1,5,10,15,2,0,34
Scysp1_1,Scytinostroma sp. KUC9335 v1.0,https://mycocosm.jgi.doe.gov/Scysp1_1,0,0,1,9,7,2,9,28
Sebve1,Sebacina vermifera MAFF 305830 v1.0,https://mycocosm.jgi.doe.gov/Sebve1,0,0,0,1,1,0,1,3
Sepsp1,Septobasidium sp. PNB30-8B v1.0,https://mycocosm.jgi.doe.gov/Sepsp1,0,0,2,2,1,0,0,5
Sepmu1,Septoria musiva SO2202 v1.0,https://mycocosm.jgi.doe.gov/Sepmu1,0,2,7,8,9,2,2,30
Seppo1,Septoria populicola v1.0,https://mycocosm.jgi.doe.gov/Seppo1,0,0,8,7,9,2,3,29
Serend1,Serendipita sp. 407 v1.0,https://mycocosm.jgi.doe.gov/Serend1,0,0,0,1,1,0,1,3
Sebvebe1,Serendipita vermifera ssp. bescii NFPB0129 v1.0,https://mycocosm.jgi.doe.gov/Sebvebe1,0,0,0,1,1,0,1,3
Serla_varsha1,Serpula himantioides (S.lacrymans var shastensis) MUCL38935 v1.0,https://mycocosm.jgi.doe.gov/Serla_varsha1,2,2,8,15,7,1,7,42
SerlaS7_3_2,Serpula lacrymans S7.3 v2.0,https://mycocosm.jgi.doe.gov/SerlaS7_3_2,1,0,9,10,3,5,10,38
SerlaS7_9_2,Serpula lacrymans S7.9 v2.0,https://mycocosm.jgi.doe.gov/SerlaS7_9_2,2,2,8,15,6,1,8,42
Serbor1,Serpulomyces borealis OMC1750 v1.0,https://mycocosm.jgi.doe.gov/Serbor1,0,0,4,11,3,0,17,35
Setho1,Setomelanomma holmii CBS 110217 v1.0,https://mycocosm.jgi.doe.gov/Setho1,1,0,6,7,7,3,2,26
Settu3,Setosphaeria turcica Et28A v2.0,https://mycocosm.jgi.doe.gov/Settu3,2,2,8,9,22,5,1,49
Settur3,Setosphaeria turcica NY001 v2.0,https://mycocosm.jgi.doe.gov/Settur3,2,1,10,9,23,3,1,49
Sidvul1,Sidera vulgaris OMC 1730 v1.0,https://mycocosm.jgi.doe.gov/Sidvul1,0,0,1,10,4,1,11,27
Sirint1,Sirobasidium intermedium CBS7805 v1.0,https://mycocosm.jgi.doe.gov/Sirint1,0,0,0,4,0,1,0,5
Sismus1,Sistotrema muscicola OMC 1658 v1.0,https://mycocosm.jgi.doe.gov/Sismus1,0,0,1,3,1,0,0,5
Sisrad1,Sistotrema raduloides OMC1660 v1.0,https://mycocosm.jgi.doe.gov/Sisrad1,0,0,1,5,2,0,0,8
Sisser1,Sistotrema sernanderi OMC 1753 v1.0,https://mycocosm.jgi.doe.gov/Sisser1,0,0,2,7,1,0,1,11
ClaPMI390,Sistotrema sp. PMI_390 v1.0,https://mycocosm.jgi.doe.gov/ClaPMI390,0,0,0,6,1,0,1,8
Sisni1,Sistotremastrum niveocremeum HHB9708 ss-1 1.0,https://mycocosm.jgi.doe.gov/Sisni1,0,0,1,6,1,0,12,20
Sissu1,Sistotremastrum suecicum v1.0,https://mycocosm.jgi.doe.gov/Sissu1,0,0,1,6,1,0,11,19
Slopil1,Slooffia pilatii Y-17178 v1.0,https://mycocosm.jgi.doe.gov/Slopil1,0,0,1,4,1,0,2,8
SmicuMNP_2,Smittium culicis GSMNP,https://mycocosm.jgi.doe.gov/SmicuMNP_2,0,0,0,1,2,1,0,4
SmiculW2_1,Smittium culicis ID-206-W2,https://mycocosm.jgi.doe.gov/SmiculW2_1,0,0,0,1,2,1,0,4
Smimuc2,Smittium mucronatum ALG-7-W6,https://mycocosm.jgi.doe.gov/Smimuc2,0,0,0,1,3,1,0,5
Sodal1,Sodiomyces alkalinus v1.0,https://mycocosm.jgi.doe.gov/Sodal1,1,3,3,5,10,2,0,24
Sorbr1,Sordaria brevicollis FGSC1904 v1.0,https://mycocosm.jgi.doe.gov/Sorbr1,1,0,3,4,7,2,0,17
Sorhu1,Sordaria humana MPI-SDFR-AT-0083 v1.0,https://mycocosm.jgi.doe.gov/Sorhu1,1,0,4,3,10,2,1,21
Sorma1,Sordaria macrospora k-hell,https://mycocosm.jgi.doe.gov/Sorma1,1,0,4,3,9,2,1,20
Spalat1,Sparassis latifolia CCMJ1100 v1.0,https://mycocosm.jgi.doe.gov/Spalat1,2,0,1,8,7,0,9,27
Spaarb1,Spathaspora arborariae UFMG-HMD-19.1 v1.0,https://mycocosm.jgi.doe.gov/Spaarb1,0,0,0,1,0,2,0,3
Spapa3,Spathaspora passalidarum NRRL Y-27907 v2.0,https://mycocosm.jgi.doe.gov/Spapa3,0,0,0,1,0,2,0,3
Spasuh1,Spathaspora suhii UFMG-HMD-16.2 v1.0,https://mycocosm.jgi.doe.gov/Spasuh1,0,0,0,1,0,2,0,3
Spafl1,Spathularia flavida,https://mycocosm.jgi.doe.gov/Spafl1,2,3,11,21,23,5,1,66
Sphst1,Sphaerobolus stellatus v1.0,https://mycocosm.jgi.doe.gov/Sphst1,3,0,2,23,12,7,31,78
Sphbr2,Sphaerosporella brunnea Sb_GMNB300 v2.0,https://mycocosm.jgi.doe.gov/Sphbr2,1,1,3,3,1,2,3,14
Spifus1,Spinellus fusiger NRRL 22323 v1.0,https://mycocosm.jgi.doe.gov/Spifus1,0,0,0,6,1,1,0,8
Spipu1,Spizellomyces punctatus DAOM BR117,https://mycocosm.jgi.doe.gov/Spipu1,0,0,4,6,2,1,0,13
Spopa1,Sporidiobolus pararoseus UCDFST 68-350 v1.0,https://mycocosm.jgi.doe.gov/Spopa1,0,0,1,1,1,0,0,3
Spore1,Sporisorium reilianum SRZ2,https://mycocosm.jgi.doe.gov/Spore1,0,0,2,5,1,1,0,9
Spogra1_1,Sporobolomyces gracilis NRRL Y-5504 v1.0,https://mycocosm.jgi.doe.gov/Spogra1_1,0,0,0,2,1,0,0,3
Spoli1,Sporobolomyces linderae CBS 7893 v1.0,https://mycocosm.jgi.doe.gov/Spoli1,0,0,1,3,1,0,0,5
Sporo1,Sporobolomyces roseus v1.0,https://mycocosm.jgi.doe.gov/Sporo1,0,0,1,1,0,1,0,3
Spoumb1,Sporodiniella umbellata MES 1446 v1.0,https://mycocosm.jgi.doe.gov/Spoumb1,0,0,1,6,1,1,0,9
Spola1,Sporopachydermia lactativora Phaff 68-199 v1.0,https://mycocosm.jgi.doe.gov/Spola1,0,0,0,1,0,2,0,3
Spofi1,Sporormia fimetaria v1.0,https://mycocosm.jgi.doe.gov/Spofi1,1,0,3,2,6,2,0,14
Spobr1,Sporothrix brasiliensis 5110,https://mycocosm.jgi.doe.gov/Spobr1,0,0,1,6,5,2,0,14
Spoin1,Sporothrix insectorum RCEF 264,https://mycocosm.jgi.doe.gov/Spoin1,0,1,3,7,5,2,0,18
Sposc1,Sporothrix schenckii 1099-18,https://mycocosm.jgi.doe.gov/Sposc1,0,0,2,6,6,2,0,16
Sprlo1,Spraguea lophii 42 110,https://mycocosm.jgi.doe.gov/Sprlo1,NA,NA,NA,NA,NA,NA,NA,0
Stach1,Stachybotrys chartarum IBT 40288,https://mycocosm.jgi.doe.gov/Stach1,3,3,4,7,29,3,5,54
Stachl1,Stachybotrys chlorohalonata IBT 40285,https://mycocosm.jgi.doe.gov/Stachl1,5,2,5,8,19,2,3,44
Stael1,Stachybotrys elegans MPI-CAGE-CH-0235 v1.0,https://mycocosm.jgi.doe.gov/Stael1,6,4,8,14,31,2,7,72
Stano2,Stagonospora nodorum SN15 v2.0,https://mycocosm.jgi.doe.gov/Stano2,2,1,9,6,13,1,2,34
Stasp1,Stagonospora sp. SRC1lsM3a v1.0,https://mycocosm.jgi.doe.gov/Stasp1,2,2,6,6,16,3,4,39
Stagr1,Stanjemonium grisellum CBS 655.79 v1.0,https://mycocosm.jgi.doe.gov/Stagr1,0,6,16,14,13,4,5,58
Stabo1,Starmerella bombicola SB1 v1.0,https://mycocosm.jgi.doe.gov/Stabo1,0,0,2,0,0,2,0,4
Staflo2,Starmerella floricola CF1 v2.0,https://mycocosm.jgi.doe.gov/Staflo2,0,0,2,0,0,2,0,4
Stely1,Stemphylium lycopersici CIDEFI-216,https://mycocosm.jgi.doe.gov/Stely1,0,1,5,6,14,2,2,30
Stehi1,Stereum hirsutum FP-91666 SS1 v1.0,https://mycocosm.jgi.doe.gov/Stehi1,1,0,1,18,6,1,15,42
Stobe1,Stomiopeltis betulae CBS114420 v1.0,https://mycocosm.jgi.doe.gov/Stobe1,0,2,6,4,15,2,0,29
Sugame1,Sugiyamaella americana NRRL YB-2067 v1.0,https://mycocosm.jgi.doe.gov/Sugame1,0,0,0,1,0,2,0,3
Suiame1,Suillus americanus EM31 v1.0,https://mycocosm.jgi.doe.gov/Suiame1,0,0,1,9,3,0,22,35
